return_id,order_id,return_date,return_reason,return_category,refund_amount,return_status,condition_after_return
R001356,O009660,2026-06-09,Late Delivery,Customer Preference,1916.22,Approved,Opened
R001357,O009664,2025-11-15,Wrong Size,Customer Preference,404.19,Approved,Opened
R001358,O009671,2026-06-27,Wrong Product,Product Issue,927.51,Approved,Good
R001359,O009680,2026-03-24,Wrong Size,Customer Preference,4381.39,Approved,Good
R001360,O009685,2025-10-02,Wrong Size,Customer Preference,2200.94,Approved,Damaged
R001361,O009687,2026-04-11,Late Delivery,Customer Preference,926.43,Approved,Damaged
R001362,O009690,2025-09-18,Damaged Product,Product Issue,1117.15,Approved,Opened
R001363,O009692,2025-12-30,Product Quality Issue,Product Issue,431.74,Approved,Good
R001364,O009693,2026-03-19,Product Quality Issue,Product Issue,434.49,Approved,Opened
R001365,O009700,2026-02-09,Damaged Product,Product Issue,1184.93,Approved,Damaged
R001366,O009701,2025-09-15,Damaged Product,Product Issue,151.48,Approved,Good
R001367,O009703,2025-12-19,Wrong Product,Product Issue,997.72,Approved,Damaged
R001368,O009715,2026-01-30,Not as Expected,Customer Preference,1146.16,Approved,Opened
R001369,O009721,2025-09-21,Wrong Size,Customer Preference,134.47,Rejected,Opened
R001370,O009737,2026-06-06,Wrong Product,Product Issue,3777.72,Approved,Damaged
R001371,O009738,2025-09-29,Missing Accessories,Product Issue,318.6,Approved,Opened
R001372,O009742,2025-10-15,Changed Mind,Customer Preference,1278.64,Approved,Damaged
R001373,O009758,2025-11-25,Not as Expected,Customer Preference,1189.24,Approved,Opened
R001374,O009762,2026-06-08,Product Quality Issue,Product Issue,2195.74,Approved,Good
R001375,O009765,2025-09-22,Changed Mind,Customer Preference,1524.34,Approved,Good
R001376,O009766,2026-08-12,Missing Accessories,Product Issue,1669.83,Rejected,Opened
R001377,O009767,2026-06-26,Wrong Size,Customer Preference,1897.08,Approved,Damaged
R001378,O009797,2026-08-03,Wrong Product,Product Issue,595.19,Approved,Opened
R001379,O009800,2025-11-17,Not as Expected,Customer Preference,1964.25,Approved,Good
R001380,O009859,2026-01-14,Not as Expected,Customer Preference,880.72,Approved,Damaged
R001381,O009871,2026-06-23,Wrong Size,Customer Preference,1743.3,Approved,Damaged
R001382,O009874,2026-02-24,Wrong Product,Product Issue,2158.93,Approved,Damaged
R001383,O009880,2025-10-22,Missing Accessories,Product Issue,710.48,Approved,Damaged
R001384,O009896,2026-01-15,Wrong Product,Product Issue,2420.91,Approved,Opened
R001385,O009922,2026-03-05,Wrong Product,Product Issue,784.1,Approved,Opened
R001386,O009923,2026-08-12,Late Delivery,Customer Preference,4114.34,Approved,Damaged
R001387,O009936,2026-06-27,Wrong Product,Product Issue,3121.43,Approved,Opened
R001388,O009939,2026-08-08,Product Quality Issue,Product Issue,1080.09,Approved,Opened
R001389,O009959,2026-04-30,Product Quality Issue,Product Issue,1376.14,Approved,Opened
R001390,O009984,2026-02-15,Changed Mind,Customer Preference,4022.66,Rejected,Damaged
R001391,O009985,2025-11-05,Wrong Size,Customer Preference,1627.52,Approved,Damaged
R001392,O009990,2026-08-02,Missing Accessories,Product Issue,1522.35,Approved,Good
R001393,O010000,2025-08-26,Wrong Size,Customer Preference,1556.2,Approved,Opened
R001394,O010001,2025-10-18,Changed Mind,Customer Preference,527.63,Rejected,Good
R001395,O010019,2026-04-08,Missing Accessories,Product Issue,6524.51,Approved,Opened
R001396,O010040,2026-06-18,Product Quality Issue,Product Issue,1589.58,Approved,Opened
R001397,O010045,2026-05-30,Not as Expected,Customer Preference,864.53,Rejected,Damaged
R001398,O010062,2026-02-08,Product Quality Issue,Product Issue,1256.6,Approved,Damaged
R001399,O010072,2025-11-15,Damaged Product,Product Issue,967.16,Approved,Opened
R001400,O010081,2026-01-03,Late Delivery,Customer Preference,929.81,Approved,Opened
R001401,O010100,2025-11-21,Wrong Product,Product Issue,1222.66,Approved,Good
R001402,O010101,2026-05-04,Not as Expected,Customer Preference,265.13,Approved,Damaged
R001403,O010120,2026-08-01,Changed Mind,Customer Preference,2444.15,Approved,Opened
R001404,O010121,2026-06-13,Changed Mind,Customer Preference,1959.45,Approved,Opened
R001405,O010148,2025-08-25,Wrong Product,Product Issue,2117.84,Rejected,Opened
R001406,O010157,2026-05-12,Wrong Size,Customer Preference,461.73,Approved,Opened
R001407,O010175,2026-06-20,Not as Expected,Customer Preference,1880.1,Approved,Opened
R001408,O010177,2026-07-17,Missing Accessories,Product Issue,2502.44,Approved,Good
R001409,O010184,2026-08-18,Wrong Product,Product Issue,687.71,Approved,Opened
R001410,O010185,2026-05-25,Damaged Product,Product Issue,467.99,Approved,Good
R001411,O010199,2026-04-17,Missing Accessories,Product Issue,3691.86,Approved,Damaged
R001412,O010200,2026-07-08,Wrong Product ,Product Issue,234.17,Approved,Good
R001413,O010201,2025-12-18,Wrong Size,Customer Preference,2250.75,Approved,Good
R001414,O010204,2026-01-25,Wrong Product,Product Issue,344.41,Approved,Damaged
R001415,O010216,2025-09-07,Not as Expected,Customer Preference,989.49,Approved,Good
R001416,O010244,2026-06-25,Product Quality Issue,Product Issue,311.74,Rejected,Good
R001417,O010249,2026-08-08,Wrong Product,Product Issue,1859.03,Approved,Good
R001418,O010251,2026-03-18,Wrong Size,Customer Preference,1198.3,Rejected,Damaged
R001419,O010255,2026-02-17,Missing Accessories,Product Issue,4677.69,Approved,Opened
R001420,O010259,2025-11-06,Product Quality Issue,Product Issue,326.78,Approved,Opened
R001421,O010266,2025-10-11,Damaged Product,Product Issue,2144.83,Approved,Damaged
R001422,O010269,2026-05-12,Changed Mind,Customer Preference,1807.61,Approved,Good
R001423,O010289,2026-07-01,Not as Expected,Customer Preference,1584.13,Approved,Good
R001424,O010290,2026-07-19,Late Delivery,Customer Preference,947.68,Approved,Damaged
R001425,O010292,2026-04-26,Product Quality Issue,Product Issue,270.76,Approved,Damaged
R001426,O010294,2026-02-19,Not as Expected,Customer Preference,2744.2,Approved,Good
R001427,O010301,2026-01-08,Late Delivery,Customer Preference,1973.75,Approved,Damaged
R001428,O010314,2026-05-31,Wrong Product,Product Issue,8056.57,Approved,Good
R001429,O010326,2026-02-20,Wrong Product,Product Issue,683.24,Approved,Damaged
R001430,O010329,2026-06-07,Wrong Product,Product Issue,1514.95,Approved,Good
R001431,O010330,2025-10-30,Changed Mind,Customer Preference,6537.44,Rejected,Good
R001432,O010333,2025-10-21,Missing Accessories,Product Issue,420.82,Approved,Opened
R001433,O010343,2025-09-15,Not as Expected,Customer Preference,2638.26,Approved,Damaged
R001434,O010348,2026-01-15,Missing Accessories,Product Issue,2691.57,Approved,Damaged
R001435,O010350,2025-10-14,Late Delivery,Customer Preference,443.49,Approved,Good
R001436,O010372,2026-03-11,Damaged Product,Product Issue,424.81,Approved,Good
R001437,O010378,2025-12-09,Not as Expected,Customer Preference,858.04,Approved,Opened
R001438,O010379,2026-01-01,Missing Accessories,Product Issue,3423.01,Approved,Good
R001439,O010380,2026-02-15,Not as Expected,Customer Preference,1454.22,Rejected,Opened
R001440,O010381,2026-01-04,Wrong Size,Customer Preference,2668.42,Approved,Good
R001441,O010405,2025-09-01,Late Delivery,Customer Preference,1639.51,Approved,Damaged
R001442,O010408,2025-12-01,Changed Mind,Customer Preference,1270.58,Approved,Damaged
R001443,O010418,2026-08-18,Missing Accessories,Product Issue,243.58,Approved,Damaged
R001444,O010428,2025-09-09,Late Delivery,Customer Preference,3938.05,Approved,Damaged
R001445,O010429,2026-05-28,Changed Mind,Customer Preference,908.78,Approved,Good
R001446,O010445,2026-07-22,Not as Expected,Customer Preference,969.13,Rejected,Good
R001447,O010455,2025-12-11,Late Delivery,Customer Preference,2585.89,Approved,Opened
R001448,O010459,2026-04-03,Wrong Product,Product Issue,2277.07,Approved,Damaged
R001449,O010461,2025-12-14,Damaged Product,Product Issue,1253.15,Approved,Damaged
R001450,O010462,2026-04-17,Wrong Size,Customer Preference,1864.19,Approved,Damaged
R001451,O010465,2025-10-14,Wrong Size,Customer Preference,2738.98,Approved,Good
R001452,O010475,2025-11-04,Wrong Product,Product Issue,641.78,Approved,Damaged
R001453,O010476,2026-02-15,Damaged Product,Product Issue,1443.72,Approved,Damaged
R001454,O010481,2026-05-18,Changed Mind,Customer Preference,824.28,Approved,Damaged
R001455,O010498,2025-12-06,Changed Mind,Customer Preference,569.52,Approved,Damaged
R001456,O010502,2026-07-21,Missing Accessories,Product Issue,415.32,Approved,Damaged
R001457,O010503,2025-11-20,Wrong Product,Product Issue,1505.07,Approved,Damaged
R001458,O010504,2025-12-17,Changed Mind,Customer Preference,1056.78,Approved,Opened
R001459,O010505,2025-12-25,Missing Accessories,Product Issue,893.2,Approved,Damaged
R001460,O010514,2025-10-12,Damaged Product ,Product Issue,1358.33,Approved,Good
R001461,O010527,2026-07-08,Changed Mind,Customer Preference,1447.17,Approved,Good
R001462,O010532,2025-11-17,Late Delivery,Customer Preference,1949.11,Approved,Good
R001463,O010541,2025-09-30,Not as Expected,Customer Preference,1604.42,Approved,Opened
R001464,O010551,2026-06-10,Product Quality Issue,Product Issue,616.77,Approved,Opened
R001465,O010574,2025-11-15,Changed Mind,Customer Preference,857.08,Approved,Good
R001466,O010588,2025-08-25,Damaged Product,Product Issue,1579.11,Approved,Damaged
R001467,O010602,2025-12-10,Product Quality Issue,Product Issue,200.47,Approved,Opened
R001468,O010604,2026-03-10,Product Quality Issue,Product Issue,218.39,Approved,Good
R001469,O010617,2026-03-30,Late Delivery,Customer Preference,2156.69,Approved,Damaged
R001470,O010620,2026-06-30,Changed Mind,Customer Preference,2011.9,Approved,Good
R001471,O010627,2026-03-25,Late Delivery,Customer Preference,1320.62,Approved,Good
R001472,O010646,2026-04-25,Not as Expected,Customer Preference,1306.91,Approved,Good
R001473,O010648,2025-11-08,Late Delivery,Customer Preference,1069.29,Approved,Good
R001474,O010665,2025-12-28,Not as Expected,Customer Preference,2592.51,Approved,Damaged
R001475,O010668,2026-07-27,Missing Accessories,Product Issue,2645.05,Approved,Good
R001476,O010670,2026-08-13,Product Quality Issue,Product Issue,628.85,Approved,Good
R001477,O010672,2026-08-17,Not as Expected,Customer Preference,2819.18,Approved,Good
R001478,O010681,2026-08-16,Product Quality Issue,Product Issue,1922.05,Approved,Good
R001479,O010714,2025-10-03,Product Quality Issue,Product Issue,1966.3,Approved,Damaged
R001480,O010722,2026-07-24,Changed Mind,Customer Preference,653.79,Approved,Opened
R001481,O010724,2025-10-02,Changed Mind,Customer Preference,2330.08,Approved,Good
R001482,O010727,2026-05-18,Wrong Product,Product Issue,2693.5,Rejected,Damaged
R001483,O010732,2025-10-04,Product Quality Issue,Product Issue,1422.4,Approved,Damaged
R001484,O010733,2026-05-24,Late Delivery,Customer Preference,947.13,Approved,Opened
R001485,O010739,2026-01-06,Missing Accessories,Product Issue,1312.74,Approved,Damaged
R001486,O010751,2026-07-29,Wrong Size,Customer Preference,244.49,Rejected,Opened
R001487,O010762,2026-04-15,Not as Expected,Customer Preference,1458.33,Approved,Opened
R001488,O010769,2025-11-03,Product Quality Issue,Product Issue,301.06,Approved,Opened
R001489,O010779,2025-11-05,Product Quality Issue,Product Issue,355.62,Approved,Damaged
R001490,O010789,2026-06-30,Missing Accessories,Product Issue,408.45,Approved,Opened
R001491,O010790,2026-07-29,Wrong Size,Customer Preference,575.36,Approved,Good
R001492,O010797,2025-12-15,Wrong Product,Product Issue,951.49,Approved,Damaged
R001493,O010816,2025-11-18,Wrong Product,Product Issue,304.03,Approved,Opened
R001494,O010818,2025-12-13,Changed Mind,Customer Preference,2902.01,Approved,Good
R001495,O010821,2025-12-05,Wrong Size,Customer Preference,563.89,Approved,Good
R001496,O010827,2025-10-11,Not as Expected,Customer Preference,1148.94,Approved,Good
R001497,O010835,2026-02-23,Wrong Product,Product Issue,2703.54,Approved,Opened
R001498,O010837,2026-02-23,Late Delivery,Customer Preference,952.17,Approved,Damaged
R001499,O010839,2026-08-23,Damaged Product,Product Issue,1210.91,Approved,Opened
R001500,O010847,2026-05-02,Wrong Size,Customer Preference,323.92,Approved,Damaged
R001501,O010848,2026-01-06,Changed Mind,Customer Preference,2048.51,Approved,Opened
R001502,O010850,2026-07-21,Late Delivery,Customer Preference,430.51,Approved,Good
R001503,O010875,2026-05-22,Late Delivery,Customer Preference,209.46,Approved,Good
R001504,O010879,2026-04-06,Late Delivery,Customer Preference,582.78,Approved,Opened
R001505,O010904,2025-12-08,Late Delivery,Customer Preference,218.86,Approved,Opened
R001506,O010906,2026-03-03,Not as Expected,Customer Preference,2585.23,Approved,Good
R001507,O010922,2025-11-13,Damaged Product,Product Issue,924.72,Approved,Good
R001508,O010925,2025-10-29,Missing Accessories,Product Issue,1040.22,Rejected,Opened
R001509,O010931,2026-08-10,Late Delivery,Customer Preference,1237.09,Rejected,Damaged
R001510,O010933,2026-08-26,Wrong Product,Product Issue,1108.34,Approved,Opened
R001511,O010951,2026-05-06,Changed Mind,Customer Preference,4964.45,Approved,Damaged
R001512,O010973,2025-11-09,Missing Accessories,Product Issue,960.13,Approved,Damaged
R001513,O010976,2025-09-27,Late Delivery,Customer Preference,2420.86,Approved,Damaged
R001514,O010979,2026-03-10,Damaged Product,Product Issue,2917.61,Approved,Damaged
R001515,O010984,2026-08-01,Changed Mind,Customer Preference,814.15,Approved,Good
R001516,O010985,2025-12-15,Changed Mind,Customer Preference,4682.0,Approved,Damaged
R001517,O010990,2025-09-02,Damaged Product,Product Issue,331.33,Rejected,Damaged
R001518,O010991,2026-03-30,Product Quality Issue,Product Issue,1891.87,Rejected,Damaged
R001519,O010997,2025-11-06,Missing Accessories,Product Issue,383.88,Approved,Damaged
R001520,O011001,2026-03-12,Damaged Product,Product Issue,2296.2,Rejected,Damaged
R001521,O011012,2025-09-12,Product Quality Issue,Product Issue,1837.7,Approved,Damaged
R001522,O011017,2025-10-31,Wrong Product,Product Issue,335.38,Approved,Good
R001523,O011023,2026-03-31,Damaged Product,Product Issue,682.53,Approved,Opened
R001524,O011025,2025-12-31,Product Quality Issue,Product Issue,808.03,Approved,Opened
R001525,O011028,2025-11-22,Damaged Product,Product Issue,2338.05,Approved,Damaged
R001526,O011029,2026-07-13,Changed Mind,Customer Preference,1002.03,Approved,Damaged
R001527,O011034,2026-04-07,Not as Expected,Customer Preference,1902.23,Rejected,Damaged
R001528,O011039,2026-08-11,Wrong Size,Customer Preference,1063.22,Approved,Damaged
R001529,O011041,2025-12-26,Product Quality Issue,Product Issue,317.94,Approved,Opened
R001530,O011042,2026-07-16,Wrong Size,Customer Preference,2745.93,Rejected,Good
R001531,O011044,2025-12-29,Not as Expected,Customer Preference,1867.52,Approved,Good
R001532,O011047,2026-06-27,Wrong Product,Product Issue,458.59,Approved,Opened
R001533,O011052,2025-10-20,Changed Mind,Customer Preference,2501.53,Approved,Damaged
R001534,O011059,2026-07-13,Late Delivery,Customer Preference,3431.32,Approved,Opened
R001535,O011066,2025-09-12,Wrong Product,Product Issue,1077.45,Approved,Damaged
R001536,O011069,2026-05-01,Product Quality Issue,Product Issue,1145.51,Approved,Opened
R001537,O011077,2025-11-02,Wrong Product,Product Issue,859.47,Approved,Good
R001538,O011079,2026-03-21,Wrong Product,Product Issue,426.09,Rejected,Damaged
R001539,O011084,2026-03-11,Not as Expected,Customer Preference,358.01,Approved,Opened
R001540,O011088,2025-09-17,Wrong Product,Product Issue,2284.45,Approved,Opened
R001541,O011090,2025-11-24,Changed Mind,Customer Preference,1395.11,Approved,Good
R001542,O011107,2025-12-31,Wrong Size,Customer Preference,172.95,Approved,Damaged
R001543,O011116,2026-04-13,Late Delivery,Customer Preference,1526.6,Approved,Damaged
R001544,O011118,2026-02-15,Damaged Product,Product Issue,2438.57,Approved,Good
R001545,O011126,2026-03-06,Product Quality Issue,Product Issue,1814.16,Approved,Good
R001546,O011138,2026-04-05,Late Delivery,Customer Preference,1964.43,Approved,Opened
R001547,O011139,2026-05-09,Damaged Product,Product Issue,721.62,Approved,Good
R001548,O011147,2025-11-04,Wrong Product,Product Issue,1180.88,Approved,Opened
R001549,O011148,2025-11-03,Not as Expected,Customer Preference,639.45,Approved,Damaged
R001550,O011162,2026-06-17,Wrong Product,Product Issue,2012.58,Approved,Damaged
R001551,O011166,2025-11-18,Wrong Size,Customer Preference,1299.27,Approved,Good
R001552,O011168,2025-09-14,Not as Expected,Customer Preference,3700.32,Approved,Opened
R001553,O011175,2026-06-11,Not as Expected,Customer Preference,981.41,Approved,Opened
R001554,O011182,2026-07-07,Wrong Product,Product Issue,719.34,Approved,Opened
R001555,O011205,2026-07-08,Damaged Product,Product Issue,341.02,Approved,Opened
R001556,O011209,2026-04-07,Late Delivery,Customer Preference,1171.28,Approved,Opened
R001557,O011216,2026-05-26,Missing Accessories,Product Issue,1607.34,Approved,Opened
R001558,O011220,2025-09-22,Wrong Product,Product Issue,2151.13,Approved,Good
R001559,O011232,2025-10-09,Wrong Product,Product Issue,1697.73,Approved,Damaged
R001560,O011236,2026-02-10,Wrong Size,Customer Preference,608.57,Approved,Opened
R001561,O011265,2026-04-04,Wrong Size,Customer Preference,1138.82,Rejected,Opened
R001562,O011268,2025-11-20,Changed Mind,Customer Preference,1063.03,Approved,Damaged
R001563,O011277,2026-03-06,Wrong Size,Customer Preference,2101.84,Approved,Good
R001564,O011284,2026-03-21,Product Quality Issue,Product Issue,654.97,Approved,Good
R001565,O011285,2026-01-21,Wrong Size,Customer Preference,1166.76,Approved,Opened
R001566,O011300,2026-03-31,Not as Expected,Customer Preference,280.96,Approved,Damaged
R001567,O011303,2025-08-24,Not as Expected,Customer Preference,1490.63,Approved,Good
R001568,O011308,2026-05-05,Wrong Product,Product Issue,2161.09,Approved,Good
R001569,O011309,2026-07-06,Missing Accessories,Product Issue,1249.46,Approved,Good
R001570,O011311,2025-12-12,Not as Expected,Customer Preference,1160.61,Approved,Damaged
R001571,O011313,2026-07-01,Wrong Size,Customer Preference,658.77,Approved,Opened
R001572,O011321,2026-06-09,Wrong Product,Product Issue,1237.62,Approved,Damaged
R001573,O011333,2026-05-23,Late Delivery,Customer Preference,1780.09,Approved,Good
R001574,O011334,2026-03-21,Late Delivery,Customer Preference,744.64,Approved,Damaged
R001575,O011338,2026-05-04,Changed Mind,Customer Preference,848.3,Rejected,Damaged
R001576,O011340,2026-03-05,Late Delivery,Customer Preference,2525.04,Approved,Damaged
R001577,O011343,2026-01-06,Damaged Product,Product Issue,2641.59,Approved,Opened
R001578,O011346,2026-08-03,Missing Accessories,Product Issue,2346.09,Approved,Damaged
R001579,O011351,2026-04-01,Changed Mind,Customer Preference,1734.78,Approved,Damaged
R001580,O011364,2025-11-03,Late Delivery,Customer Preference,1364.56,Approved,Opened
R001581,O011367,2025-09-22,Not as Expected,Customer Preference,1445.94,Approved,Good
R001582,O011368,2025-09-06,Missing Accessories,Product Issue,4128.81,Approved,Opened
R001583,O011374,2026-05-13,Product Quality Issue,Product Issue,2755.73,Approved,Good
R001584,O011377,2026-06-06,Wrong Size,Customer Preference,1606.97,Approved,Good
R001585,O011382,2026-08-11,Wrong Size,Customer Preference,946.97,Rejected,Good
R001586,O011388,2026-04-01,Missing Accessories,Product Issue,397.88,Approved,Good
R001587,O011390,2026-04-03,Changed Mind,Customer Preference,2105.58,Approved,Opened
R001588,O011400,2026-07-25,Not as Expected,Customer Preference,481.31,Approved,Opened
R001589,O011401,2026-03-20,Product Quality Issue,Product Issue,2095.68,Approved,Opened
R001590,O011403,2026-01-20,Missing Accessories,Product Issue,1231.01,Approved,Opened
R001591,O011407,2025-10-07,Late Delivery,Customer Preference,596.75,Approved,Good
R001592,O011409,2025-09-16,Wrong Size,Customer Preference,713.56,Approved,Damaged
R001593,O011415,2026-05-18,Not as Expected,Customer Preference,6400.08,Approved,Damaged
R001594,O011445,2026-04-12,Wrong Product,Product Issue,109.13,Approved,Damaged
R001595,O011446,2025-09-01,Wrong Size,Customer Preference,856.82,Rejected,Good
R001596,O011447,2026-04-07,Product Quality Issue,Product Issue,954.25,Approved,Good
R001597,O011448,2026-07-25,Product Quality Issue,Product Issue,2653.29,Approved,Good
R001598,O011472,2025-11-03,Late Delivery,Customer Preference,421.06,Approved,Good
R001599,O011473,2026-06-19,Missing Accessories,Product Issue,3265.37,Approved,Good
R001600,O011475,2026-02-16,Missing Accessories ,Product Issue,669.24,Approved,Damaged
R001601,O011496,2025-10-02,Product Quality Issue,Product Issue,426.83,Approved,Damaged
R001602,O011506,2026-02-17,Late Delivery,Customer Preference,1532.85,Approved,Damaged
R001603,O011515,2025-12-29,Product Quality Issue,Product Issue,6760.88,Approved,Damaged
R001604,O011538,2025-09-06,Late Delivery,Customer Preference,3444.32,Approved,Good
R001605,O011542,2026-07-24,Product Quality Issue,Product Issue,693.97,Approved,Opened
R001606,O011545,2025-12-29,Damaged Product,Product Issue,1423.85,Approved,Opened
R001607,O011547,2026-06-06,Wrong Size,Customer Preference,2868.76,Approved,Good
R001608,O011554,2025-10-29,Changed Mind,Customer Preference,1516.46,Approved,Damaged
R001609,O011570,2025-12-10,Wrong Size,Customer Preference,1961.01,Approved,Good
R001610,O011578,2026-03-13,Not as Expected,Customer Preference,2759.16,Approved,Damaged
R001611,O011585,2025-12-28,Wrong Size,Customer Preference,2511.19,Approved,Good
R001612,O011586,2026-06-07,Wrong Size,Customer Preference,2262.26,Approved,Opened
R001613,O011587,2026-04-25,Missing Accessories,Product Issue,1677.7,Approved,Opened
R001614,O011598,2025-08-27,Wrong Size,Customer Preference,2417.52,Rejected,Damaged
R001615,O011619,2025-11-05,Wrong Product,Product Issue,689.12,Approved,Damaged
R001616,O011628,2025-10-06,Not as Expected,Customer Preference,356.8,Approved,Good
R001617,O011634,2026-01-05,Damaged Product,Product Issue,1668.09,Approved,Good
R001618,O011645,2026-02-12,Wrong Product,Product Issue,866.1,Rejected,Good
R001619,O011647,2025-11-19,Damaged Product,Product Issue,1349.18,Approved,Opened
R001620,O011648,2026-06-07,Product Quality Issue,Product Issue,5046.04,Rejected,Damaged
R001621,O011651,2026-01-04,Wrong Product,Product Issue,1810.82,Approved,Damaged
R001622,O011672,2026-05-04,Missing Accessories,Product Issue,2387.49,Approved,Damaged
R001623,O011674,2025-09-10,Changed Mind,Customer Preference,467.89,Approved,Opened
R001624,O011688,2026-01-07,Changed Mind,Customer Preference,1871.94,Approved,Good
R001625,O011691,2025-08-26,Wrong Product,Product Issue,1840.77,Approved,Damaged
R001626,O011699,2026-05-16,Late Delivery,Customer Preference,393.25,Approved,Good
R001627,O011703,2025-09-10,Wrong Size,Customer Preference,977.29,Approved,Good
R001628,O011713,2026-04-17,Not as Expected,Customer Preference,1653.76,Approved,Good
R001629,O011735,2026-06-26,Product Quality Issue,Product Issue,1255.98,Approved,Good
R001630,O011737,2025-09-06,Missing Accessories,Product Issue,441.19,Approved,Good
R001631,O011741,2026-06-01,Product Quality Issue,Product Issue,3119.31,Approved,Good
R001632,O011744,2026-06-09,Damaged Product,Product Issue,1627.68,Approved,Damaged
R001633,O011747,2025-12-19,Missing Accessories,Product Issue,1215.65,Approved,Opened
R001634,O011755,2025-09-30,Damaged Product,Product Issue,442.33,Approved,Opened
R001635,O011761,2026-07-03,Not as Expected,Customer Preference,1543.05,Rejected,Good
R001636,O011779,2026-07-20,Missing Accessories,Product Issue,2160.93,Approved,Good
R001637,O011780,2026-07-25,Damaged Product,Product Issue,1429.56,Approved,Opened
R001638,O011781,2026-06-29,Missing Accessories,Product Issue,1169.58,Approved,Damaged
R001639,O011803,2025-09-23,Product Quality Issue,Product Issue,1385.06,Approved,Opened
R001640,O011829,2026-03-15,Wrong Product,Product Issue,1790.74,Approved,Opened
R001641,O011844,2026-07-14,Late Delivery,Customer Preference,2221.52,Approved,Damaged
R001642,O011862,2025-09-27,Wrong Product,Product Issue,6603.96,Approved,Opened
R001643,O011863,2026-02-06,Wrong Product,Product Issue,2252.79,Approved,Opened
R001644,O011868,2026-03-29,Late Delivery,Customer Preference,1144.72,Approved,Good
R001645,O011874,2026-04-03,Changed Mind,Customer Preference,1639.42,Approved,Good
R001646,O011889,2025-12-27,Product Quality Issue,Product Issue,674.76,Approved,Opened
R001647,O011891,2025-10-09,Wrong Product,Product Issue,1664.27,Approved,Opened
R001648,O011905,2025-11-23,Late Delivery,Customer Preference,3526.17,Approved,Opened
R001649,O011914,2026-05-10,Late Delivery,Customer Preference,2801.82,Approved,Opened
R001650,O011915,2025-12-26,Product Quality Issue,Product Issue,2261.72,Approved,Opened
R001651,O011918,2026-07-31,Wrong Size,Customer Preference,3313.64,Approved,Damaged
R001652,O011926,2025-08-21,Missing Accessories,Product Issue,1927.98,Approved,Good
R001653,O011932,2026-02-08,Not as Expected,Customer Preference,1608.07,Approved,Opened
R001654,O011942,2026-07-17,Damaged Product,Product Issue,1146.25,Approved,Opened
R001655,O011951,2025-09-04,Changed Mind,Customer Preference,1138.21,Approved,Opened
R001656,O011954,2026-07-14,Wrong Product,Product Issue,1399.68,Approved,Good
R001657,O011955,2026-04-03,Not as Expected,Customer Preference,1692.88,Approved,Damaged
R001658,O011958,2025-10-01,Changed Mind,Customer Preference,412.35,Approved,Good
R001659,O011964,2025-12-25,Missing Accessories,Product Issue,1609.89,Approved,Opened
R001660,O011965,2026-02-17,Wrong Product,Product Issue,1625.5,Approved,Good
R001661,O011972,2025-09-08,Not as Expected,Customer Preference,253.63,Approved,Good
R001662,O011973,2026-06-29,Late Delivery,Customer Preference,302.64,Approved,Good
R001663,O011980,2026-07-10,Wrong Size,Customer Preference,404.14,Approved,Damaged
R001664,O011992,2026-02-17,Late Delivery,Customer Preference,1054.16,Approved,Good
R001665,O012011,2025-10-13,Wrong Product,Product Issue,1825.68,Approved,Damaged
R001666,O012033,2026-05-01,Not as Expected,Customer Preference,730.86,Approved,Good
R001667,O012038,2025-11-30,Changed Mind,Customer Preference,1617.74,Approved,Damaged
R001668,O012041,2026-06-19,Wrong Size,Customer Preference,4068.33,Approved,Damaged
R001669,O012042,2026-04-18,Wrong Size,Customer Preference,324.63,Approved,Opened
R001670,O012046,2025-12-03,Not as Expected,Customer Preference,1440.43,Approved,Good
R001671,O012053,2026-04-05,Changed Mind,Customer Preference,1219.75,Approved,Opened
R001672,O012075,2026-06-16,Changed Mind,Customer Preference,474.27,Approved,Opened
R001673,O012081,2026-07-01,Product Quality Issue,Product Issue,2727.54,Approved,Opened
R001674,O012082,2026-01-02,Wrong Product,Product Issue,1247.37,Approved,Good
R001675,O012090,2025-11-30,Wrong Size,Customer Preference,1880.62,Approved,Damaged
R001676,O012092,2026-05-02,Not as Expected,Customer Preference,9982.93,Approved,Damaged
R001677,O012093,2026-04-28,Not as Expected,Customer Preference,1188.92,Approved,Good
R001678,O012096,2026-04-06,Product Quality Issue,Product Issue,186.15,Approved,Damaged
R001679,O012106,2026-03-08,Wrong Product,Product Issue,585.32,Approved,Good
R001680,O012108,2026-04-18,Late Delivery,Customer Preference,2173.94,Approved,Opened
R001681,O012114,2026-02-24,Changed Mind,Customer Preference,1273.75,Approved,Opened
R001682,O012123,2025-09-25,Wrong Product,Product Issue,1790.84,Approved,Damaged
R001683,O012128,2025-12-07,Missing Accessories,Product Issue,1037.17,Approved,Opened
R001684,O012129,2025-09-24,Damaged Product,Product Issue,292.82,Approved,Opened
R001685,O012132,2026-06-09,Missing Accessories,Product Issue,825.13,Approved,Opened
R001686,O012139,2026-05-15,Changed Mind,Customer Preference,798.58,Rejected,Opened
R001687,O012150,2025-09-20,Wrong Size,Customer Preference,631.21,Approved,Good
R001688,O012151,2026-01-30,Damaged Product,Product Issue,1787.79,Approved,Damaged
R001689,O012162,2025-09-30,Missing Accessories,Product Issue,4647.75,Approved,Good
R001690,O012163,2026-07-31,Product Quality Issue,Product Issue,263.79,Rejected,Opened
